Name,ID,Event Start Date,Event End Date,Registration End date,Registration status,Event Url,Event Description,Team Size,Name of the Website,Idea Phase Start Date,Idea Phase End Date
The HCL-Pega Pathbreaker Hackathon,14323,"Jan 17, 2022","Mar 07, 2022",,open,https://pathbreaker.devpost.com/,"HCL Technologies is a next-generation global technology company that helps enterprises reimagine their businesses for the digital age. Our technology products and services are built on four decades of innovation, with a world-renowned management philosophy, a strong culture of invention and risk-taking appetite, and a relentless focus on customer relationships. With over 187,000+ ‘Ideapreneurs’ across 50 countries, HCL delivers holistic services across industry verticals to leading enterprises, including 250 of the Fortune 500 and 650 of the Global 2000.
 
HCL is excited to host the HCL - PEGA Pathbreaker Hackathon 2022, an opportunity for the PEGA talent across the globe to participate and showcase their talent by building innovative business process automation solutions to support the enterprise's digital transformation road map. We highly encourage those unfamiliar with PEGA to also participate! 
 
About Hackathon
The sky is never the limit for innovation! HCL is excited to host the HCL- PEGA Pathbreaker Hackathon 2022, an open Hackathon wherein participants have the liberty to pick a theme of their choice from any of the domains, including but not limited to Retail, Consumer, Healthcare, Fintech, EdTech, to design solutions using Pega platform and technologies. 
 
Theme Considerations

Path Breaking / Sustainable / Disruptive / Radical innovations theme, the one that depicts the unique challenges faced by the industry today.
Must be fit for the industry

 
Technology Considerations

Must be Pega Platform Centric using Pega 8.x technology - The solution or the developed component or the application should be Pega Platform centric and implemented using Pega 8.x version.

 
Duration

Participants will have a time duration of 7 weeks, starting from Jan 17, 2022, to March 7, 2022.

 
Who can Participate

This Hackathon is open to all PEGA professionals and enthusiasts worldwide, who are passionate, creative, and aspire to contribute to the enterprise's digital transformation. 
The ones unfamiliar with PEGA are also encouraged to participate! 
All participants are required to envision, design, and build a working demo. Efficient and innovative solutions stand a chance of winning exciting prizes.
Individuals and teams of up to 10 developers can participate.",N/A,Devpost,,
StarHacks II,14033,"Jan 22, 2022","Jan 23, 2022",,open,https://starhacks-2.devpost.com/,"StarHacks is an international non-profit striving to create gender-inclusive spaces in computer science, breaking the stereotype of what it means to be a coder one hackathon at a time. Each year, StarHacks hosts an annual all-inclusive, all-female and nonbinary, virtual hackathon for high school and collegiate coders of all coding backgrounds.
 
After our first iteration with over 800 registrants and 36 hours of hacking, StarHacks is proud to host our second hackathon, StarHacks II, on Saturday and Sunday, January 22-23, 2022 with beginner-focused pre-event workshops on Saturday, January 7 and Saturday, January 15.
 
For our second year, we are #BuildingBridges: bridging divides, venturing into uncharted territory, finding unity as we pioneer into new frontier. Through code and community, our core mission is to create an environment for the world’s brightest thinkers to empower and be empowered, building the bridge to a more inclusive future — and we would love for you to be a part of it.",N/A,Devpost,,
Health Hack,13834,"Nov 04, 2021","Jan 23, 2022",,open,https://healthhack21.devpost.com/,"Arztbesuche ohne Wartezeiten? Rezepte direkt auf das Smartphone? Wie sieht die Gesundheits- und Pflegeversorgung deiner Träume aus? Mit deinen Ideen hast du die Chance, die Gesundheit von morgen zu gestalten. Pack es gemeinsam mit uns an und lass deine Ideen Realität werden! 
Sei beim #HealthHack21 dabei! Deine Kreativität und Ideen sind gefragt, um gemeinsam mit anderen Teilnehmer*innen die Gesundheit und Pflege der Zukunft zu gestalten. Entwickelt innovative Prototypen, Apps und Anwendungen und verbessert damit die Gesundheitsversorgung und Pflege der Zukunft. Den Siegerteams winken insgesamt 2.250 €! 
Meldet euch hier zum #HealthHack21 an und entwickelt Hacks zu folgenden Themenfeldern:
Gesundheit: Macht mit euren Ideen den Unterschied und löst konkrete Probleme der Gesundheitsversorgung.   
Pflege:Verbessert mit euren Hacks die Pflege und unterstützt damit Pfleger*innen und Patient*innen in ihrem Alltag. 
Kommunikation: Verbessert mit euren Projekten die Vernetzung zwischen Patient*innen, Behandelnden und Krankenkassen.
Künstliche Intelligenz: Entwickelt Anwendungen, die mithilfe von Künstlicher Intelligenz medizinische Behandlungen und Therapien verbessern. 
VR / AR: Kreiert erfolgsversprechende VR/AR-Simulationen, mit denen ihr das Leben von Patient*innen besser macht. 
Robotik: Ihr seid gefragt, um mit euren Robotik-Lösungen Ärzt*innen und Patient*innen smarte Werkzeuge an die Hand zu geben.
Health @ Home:Öffnet mit euren Projekten neue Perspektiven, die die gesundheitliche Selbstversorgung im eigenen Haus erweitern und ermöglicht Patient*innen so ein eigenständigeres Leben.",N/A,Devpost,,
MapsMap,14174,"Dec 01, 2021","Mar 01, 2022",,open,https://mapsmap.devpost.com/,"The Invitation
Could we be making more progress, faster? Are there problems to solve, or capabilities to gain that are ""unlocks"" for the next steps of civilization?

Imagine writing down 99 problems for your domain. Alongside a million other people! Now make it easy to gather the problems into maps. It’s a network of problems!

Or let’s start from the top. How do we chart - and fund - humanity’s challenges, from cracking climate to exploring the cosmos? 

The point is not to agree; some solutions will seem like problems to others. The point is to coordinate with those solving similar problems, to find and fund new opportunities.
 
A good way to figure out if such maps are useful is by prototyping them. For that, we need an app that allows you to contribute, fork, and iterate. 
 
The main $30k prize is for creating such an app.
 
Or, you can constructively tell us why we’re wrong and win a $1k bounty.
 
The Hackathon
 
Create a fun app to open source collaboration on maps of problems (Miro-style) through crowdsourcing (Wikipedia-style) and crowdfunding (Kickstarter-style).
 
Individuals and communities will use it to coordinate on their local problems, such as Matters.Global's Problem Maps, or Foresight Institute's Longevity Tech Tree. 
 
Others will use the app to incentivize desirable trajectories through the problem spaces, as described in Trent McConaghy’s Starships & Tokens, or Balaji Srinivasan's Tech Tree.",N/A,Devpost,,
DefiWinter,12923,"Nov 01, 2021","Feb 13, 2022",,open,https://winter.devpost.com/,"#DefiWinter is a winterlong celebration, summit, and hackathon for decentralized finance and blockchain for enterprise. Starting November 1st, developers from all around the world can team up with each other and get direct access to industry professionals to solve the biggest issues surrounding the blockchain space. Workshops, games, mentorships, prizes, and so much more. Get involved in this once in a lifetime event!
Schedule
<LEARN/> - All Novemeber
<BUILD/> - December - February 13th 11:45PM EST
<SUMMIT/> February 14th - February 28th
Minority Programmers is an international network of developers unifying to build socially impactful software projects and spread STEM education to marginalized communities.",N/A,Devpost,,
Cannabis Hacks,12590,"Sep 01, 2021","Sep 27, 2022",,open,https://cannabis.devpost.com/,"The cannabis industry is one that is in need of both diversity and innovation, now is your chance to innovate that.
Participate in hands-on workshops to learn from the leading cannabis developers, entrepreneurs, analysts, advocates, growers, and artists. 
This is a student run hackathon organized by the Minority Programmers. Join the international network of developers teaming up together to empower the world through technology.",N/A,Devpost,,
U HACK ;,14324,"Jan 22, 2022","Jan 23, 2022",,open,https://u-hack.devpost.com/,"*FRENCH WILL FOLLOW*
UQODE and the University du Québec en Outaouais will be hosting an Hackathon where students will be presented with a real world problem and will be tasked with solving it. You can also just participate to the workshops where different prizes will be draw. The competition will take place from january 22 5 p.m E.T to January 23 5 p.m E.T and we'll be conducting interactive workshops during the event (more information about this will come out soon to your emails).
Students across the world will compete in this fun, creative, and intellectual competition that will give you the experience to engage in creating a project that will serve to solve a real-world problem. Our goal is to introduce diverse groups of students to the world of STEM as a means to allow them to pursue their passion while helping them understand its practical applications.
Experienced STEM individuals currently in the industry will judge the submissions we receive, taking into consideration factors such as the effort, outcome, creativity, and most importantly, passion. Please make sure to spend the time and effort into this project; however have fun with it throughout the process and don’t forget to sleep!
We look forward to having you sign up for the U HACK 2022!
NOTE : The winners and special mentions of the competition will be announced on our Facebook & Instagram page below:
https://www.facebook.com/clubUQODE
https://www.instagram.com/uqode_
Make sure to subscribe to receive daily updates!
------------------------------------------------------------------------------------
UQODE et l'Université du Québec en Outaouais organisent un Hackathon où les étudiants seront confrontés à un problème réel et devront le résoudre. La participation à la compétition principale n'est pas obligatoire, les étudiants pourront aussi participer aux activités d'apprentissages où différents prix seront tirés. Le concours se déroulera du 22 janvier à 17 heures au 23 janvier à 17 heures et nous organiserons des ateliers interactifs pendant l'événement (plus d'informations à ce sujet seront bientôt envoyées à vos courriels).
Des étudiants du monde entier participeront à cette compétition amusante, créative et intellectuelle qui vous donnera l'occasion de vous engager dans la création d'un projet qui servira à résoudre un problème du monde réel. Notre objectif est d'initier divers groupes d'étudiants au monde des STIM afin de leur permettre de poursuivre leur passion tout en les aidant à comprendre ses applications pratiques.
Des personnes expérimentées dans le domaine des STIM et travaillant actuellement dans l'industrie jugeront les soumissions que nous recevrons, en tenant compte de facteurs tels que l'effort, le résultat, la créativité et, surtout, la passion. Veillez à consacrer le temps et les efforts nécessaires à ce projet, mais amusez-vous tout au long du processus et n'oubliez pas de dormir!
Nous sommes impatients de vous voir vous inscrire au U HACK 2022 !
NOTE : Les gagnants et les mentions spéciales du concours seront annoncés sur notre page Facebook et Instagram ci-dessous :
https://www.facebook.com/clubUQODE
https://www.instagram.com/uqode_
Assurez-vous de vous abonner pour recevoir des mises à jour quotidiennes !",N/A,Devpost,,
MinneHack 2022,14219,"Jan 22, 2022","Jan 23, 2022",,open,https://minnehack-2022.devpost.com/,MinneHack is a hackathon based at the University of Minnesota in Minneapolis. This year it is an online hackaton with a 24 hour hacking period.,N/A,Devpost,,
Open AI API Future Tech Hack ,14112,"Nov 20, 2021","Feb 12, 2022",,open,https://open-ai-api-future-tech-hack.devpost.com/,"Coding with Open AI GPT-3,  Codex
UPDATE ON SUBMISSIONS: We updated the submission date for an extra month. Submissions is on Saturday, February 12
The Hack Goals: Build creative Plugins, Extensions, and/or APIs using GPT-3 & Codex to work with existing applications. More details below.
The Hack Themes: Education, Productivity, Music, and the Arts.
In simple terms:
GPT-3 is an AI system that can autocomplete text.
OpenAI Codex is an AI system that can autocomplete code.
Copilot is an extension that can autocomplete code within Visual Studio CodeYou must also join the Open AI Fan Club Discord Server where we will be offering team rooms, workshops, updates and more https://discord.gg/wGdm3sQ5zH
If you do not have access to GPT-3 and Codex, send us a request to get access for the hackathon. 
With recent advancements made in NLP, it is now possible to generate code from natural language, such as OpenAI’s Codex. With these advancements, many of the mundane tasks that developers do in terms of coding can be automated through AI and ML. We are looking for developers to usher in this new era of coding with AI by building products for one or more themes listed below.
WHAT TO BUILD:
 

PRODUCTIVITY THEME:
Visual Studio Code extension
Unity Plugin
Google Products: Firestore, Google Docs, Google Sheets, YouTube, Chrome extension,
WordPress Plugin
Trello, Confluence Plugin
Mantium AI:
Other ideas: build a solution that improves the everyday tasks of developers in the form of a VSCode extension.
Some examples of features can include: 

MUSIC, AND THE ARTS THEME:

Adobe Plugins for: XD, Photoshop, Premiere Pro,  After Effects, Illustrator, Adobe Substance. 
Figma, Sketch plugins
Spotify, SoundCloud
PodCasts API
Ableton Live, Max4Live Plugin
YouTube, TikTok. Vimeo. Twitch. Veoh. The Internet Archive. Netflix. IGTV. Metacafe.
EDUCATION THEME:
Tools for diverse learners, e.g. Dyslexia
Tools for student assessment
Tools for student assignments
Tools for student self learning
Tools for teacher lesson planning.
 
WORKSHOPS:



DATE
Time
RESOURCE NAME
RESOURCE LINK




Nov 26
11 am PST

Mantium 

 Discussions on specific ideas/options for tools that participants could consider building.  

 

Friday Workshop topics:

Introduction to the Mantium UI
Provider Integrations (incorporating OpenAI API key)
UI Specifics: Endpoints, Fine-tuning, and Security
Examples of Hack Theme Use Cases (one each in finance, healthcare, and consumer internet)




Dec 1
5 pm PST
Mantium

 Review the above, as well as add a ""how to take it further""

Discussion with potential for higher-code applications as well as
Dataset acquisition, if any participants want to take a deeper look at coding through an NLP workflow.




 
 
 
More to come



   
 
Teams: Request for chat rooms
 
WHAT TO SUBMIT:
1. Submission form 


Submit your project to the Open AI API Future Tech Hack before the deadline and complete the submission form questionnaire. Submissions (including video/code links) are editable until the deadline.


Introduction: Description. Describe your project, its features, and how do they improve the user's experience.

Purpose & Motivation
How does the application work?
How was the application developed?
How to use the application
Difficulties & Challenges faced during the design and/or development process.
Go-to-Market (How will the application be available to the public, and is it scalable?)



 
2. Video

Upload a short video demo of your product, including an explanation of the function and solution. This video can be submitted as a Youtube link on your Devpost page for your project.
Videos should be  in English and a maximum of 3 minutes long.

 
3. GitHub or other code repo link

Please ensure that this link is publicly shareable so judges can access your project

 
4. Provide images, screenshots, & wireframes of your project
 
* By submitting your project to the Open AI API Future Tech Hack, you acknowledge that these materials may be used to promote this hackathon globally.
 
 HACKATHON SCHEDULE:




 
TEAM FORMATION
BUILD PERIOD
JUDGING




Sprint
November 7
November 20 - January 9

Presentations January 9. Winner January 16  Announcements




HOW TO PARTICIPATE:



STEP
TOPIC
MAIN CONTENT




# 1
Registration
In Devpost, click the “Register in Discord ” button and create an account.


# 2
Join Discord Workspace
Join the Discord Workspace: Open AI Fan Club Discord Server and introduce yourself in the #welcome channel! 


# 3
Recruit team members
If you’re looking for team members, you can also find teammates in the Discord ""looking-for-team"" channel or post you’re looking for a team in the Discord ""looking-for-team"" channel.


# 4
Create a team channel in Discord
Feel free to create your own channel in Discord and invite all of your team members to it.


# 5
Review rules and challenges
Review the rules and guidelines on Devpost and challenge project ideas: Open AI API Future Tech Hack Rules



# 6
Prototype, build, and test!
Work on your challenge project and submit via Devpost. It is highly recommended reaching out to your team members through Discord


# 7
Submit!
Submit your completed project by the Sprint deadline posted above.




 
OTHER RESOURCES:



#
ReSourCe Name
RESoUrCE LINK




# 1
Prompt design introduction 
https://beta.openai.com/docs/guides/completion/prompt-design


# 2
OpenAI GPT-3 API to Python script setup
https://colab.research.google.com/drive/1tzuH4jhrZiBExYf4URoR7G8WAys_tqpK?usp=sharing


# 3
Advanced prompting 
https://beta.openai.com/docs/guides/fine-tuning



 
   
Mantium cloud management:
 
 Mantium is a cloud platform for building with large language models and managing them at scale. 
 
How to get started with Mantium:

Click here to Register on platform

Perform integrations with supported AI providers. (OpenAI, Cohere and AI21). Click here for the guide that will help you to do this.

Create your first 'hello world' project using Cohere.

If you have access to OpenAI, you can read this tutorial instead.

For more information, you can read some of the use cases that we have created tutorials on.

If you are interested in contributing to our Client libraries, find the GitHub repository here.

You can see our API Reference Documentation here. 

 
RULES:

You can apply as an individual or as a team (up to 4 participants).
Competitors can use open source libraries but not proprietary code.
To compete in the Best university submission category, all participants from your team must be students.

The full list of rules can be found Here
Judging on:

Users experience design
How does your project help  Improvement application you are building for.
Innovation
Case Study examples
Product Demonstration
Usability
UI
Creativity
Go to marker strategy

 
Sponsors:
Open AI GPT-3/Codex
https://openai.com/about/
Tech Futures Group
https://www.techfuturesgroup.org/

Mantiumaihttps://mantiumai.com/",N/A,Devpost,,
Cisco Trusted Workplace Hackathon 2021,14144,"Nov 16, 2021","Feb 15, 2022",,open,https://cisco-trusted-workplace-hack.devpost.com/,"Showcase your skills with Cisco APIs
Sometimes, the best way to make a difference is to do things differently. Join Cisco Trusted Workplace Hackathon as we call on professionals, visionaries, innovators,developers around Latinoamerica to imagine new approaches to our most pressing global challenge return to work. It’s time to bring your innovative ideas and our best technologies together in support of a more sustainable future.
 
Trusted Workplace Solutions: : 

Social density monitoring
Seamless collaboration
Asset and facility tracking
Virtual receptionist
Smart hybrid work experiences

Who can participate?
Cisco Partners from LatAm
Team Required 2-5 members
Requirements :
 


Attend the Pre Hack Workshops


Attend the DevNet Express Events


Use Cisco APIs


Complete your project submission on DevPost


Presentation Video recorder and uploaded to a video sharing site such as You Tube


Your final project submission can be a 7 minutes elevator pitch video


present the idea, how it applies to a trusted workplace, why it is important, how it addresses your intended audience


include an overview on how you build your solution including what tech was used


include a MVP solution",N/A,Devpost,,
IIT Bombay UpGrad Campus Product Hackathon,14558,"Jan 13, 2022","Jan 25, 2022",,open,https://upgrad-iitb-product-hackathon.devpost.com/,"UpGrad Campus Hackathon by IIT Bombay is an open-ended product hackathon wherein you are given two broad fields:
1. Smart Education- Any idea related to innovation in the field of education. 
2. Sustainability- https://www.mcgill.ca/sustainability/files/sustainability/what-is-sustainability.pdf
The participants will have to choose any one of the two fields. The hackathon will consist of two steps:
1. Selecting a problem of interest in that field and
2. Coming up with plausible solutions in the form of a product.
Both these steps will carry equal weightage during the final evaluation. The problem and product should impact the general public and have direct implications in their day-to-day lives.",N/A,Devpost,,
MedVenture Conference: Precision Medicine ,14528,"Jan 22, 2022","Jan 23, 2022",,open,https://medventure-precision-medicine.devpost.com/,"MEDVENTURE CONFERENCE: PRECISION MEDICINE
JANUARY 22-23, 2022
MedVenture is a biannual, two-day health science conference organised and hosted by students from across Canada and the United States. Our mission is to inspire young people to pursue their passions by providing them with valuable experiences in a professional setting. Every conference, we provide our attendees a one-of-a-kind, thought-provoking challenge to help them unleash their creativity. Students have the opportunity to propose a realistic solution to an existing issue and create a prototype of a comprehensive method that could lead to a medical advancement by attending our conferences. A panel of judges composed of experts in the field will evaluate the projects and provide constructive input.
Apart from the main competition, our conference will include a number of workshops and keynote presentations centred on this issue. Our participants will acquire early insight into the medical business while improving their public speaking, analytical, and problem-solving skills. Top-placed teams will also have the opportunity to be published in a bi-annual MedVenture journal through Amazon KDP, in addition to receiving certificates and prizes.
EVENT DETAILS:
Event schedule
WORKSHOPS & SPEAKERS



Name
Position
Workshop Title


 
 
Opening Keynote


Michael Conboy
Researcher at UC Berkeley
Innovative Idea Generation


Nicole Look Hong
General Surgeon at Sunnybrook hospital
Virtual Job Shadowing


Monique Sager
MD & MBA Candidate at The University of Pennsylvania
Medical School Student Q&A


Kathryn Ko
Neurosurgeon in New York City
Closing Keynote 



WHY REGISTER?

Top-placed teams will have the opportunity to be published in a bi-annual MedVenture journal through Amazon KDP
Receive certificates and prizes
Gain early insight into the medical industry
Improve public speaking, analytical, and problem-solving skills
Meet & connect with like-minded individuals",N/A,Devpost,,
QWER Hacks 2022,14521,"Jan 23, 2022","Jan 23, 2022",,open,https://qwer-hacks-2022.devpost.com/,"QWER Hacks @ UCLA is Major League Hacking's first collegiate LGBTQIA+ hackathon that celebrates the queer and trans community in STEM. We bring together queer individuals and allies through tech talks, technical and community-building workshops, and development of innovative projects to help underrepresented groups!
Presenting our theme for this year: embracing identity through self empowerment. Through our four tracks listed below, you’ll find ways to meld your unique perspective and experiences into technologies that highlight your individuality and improve the world around you.
 
Track 1: Community and Connection
Create a hack to promote healthy communities and connection! 
 
Track 2: Health and Wellness 
Create a hack that encourages mental, physical, and/or emotional wellbeing!
 
Track 3: Learning and Growth
Create a hack to promote growth and motivate others!
 
Track 4: Art and Expression
Create a hack to express yourself and showcase your artistry!",N/A,Devpost,,
ESE Senior Design 21-22 (Van der Spiegel/Deliwala),14547,"Jan 12, 2022","May 15, 2022",,open,https://ese451s22.devpost.com/,ESE Senior Design 21-22 at University of Pennsylvania,N/A,Devpost,,
HackSonr 2022 @ MHW,14440,"Jan 23, 2022","Jan 29, 2022",,open,https://hacksonr2022.devpost.com/,"Web3 is at a chasm, a lot of companies are building clunky and complex software that neither developers or users can understand. We believe that Sonr is the only solution to onboard 95% of the world without crypto onto the Decentralized Web. Sonr does this with its built in Networking Protocol that integrates Identity, Discovery, and Delivery, abstracting away all the mess away from both Users and Developers.
Why participate? 
Join our first annual hackathon at #MiamiHackWeek2022 at the famous Versace House in Miami. We will be accepting 15 hackers to create the next generation of App's while showcasing our brand new SDK.
Building a DApp on Sonr requires zero background. Simply pull the SDK from your favorite package manager and simply design frontend code and business logic. We believe the only way that crypto can become mainstream is through Integrated, Immersive, and Real-Time Apps.
What is Sonr? 
In today’s world we can all be uniquely identified by physical forms of identification, like driver’s licenses. This identification can be used to secure our personal data, and gate the interactions that we have with each other. 
Imagine a world tomorrow where we can be uniquely identified digitally, with a digital driver’s license that secures our personal data and gates our peer to peer interactions. With this license you can sign into applications, grant access to your personal data, and communicate with other license holders anywhere directly and in real-time. Sonr is the data delivery protocol for tomorrow’s world.
Our protocol offers a digital license-like experience combining Identification, Discovery, Delivery, and Transmission. Users of the protocol can share any type of data such as money, files, messages, contracts, and other digital assets as simply as Airdrop without the need for centralized storage mechanisms like Cloud storage. The Sonr protocol allows decentralized application developers to build for the world of tomorrow, enabling them to create secure and seamless peer-to-peer web application experiences.
About Miami Hack Week
https://www.miamihackweek.com",N/A,Devpost,,
Blackathon 2022,14607,"Jan 19, 2022","Feb 05, 2022",,open,https://blackathon-2022-14607.devpost.com/,Blackathon is a hackathon for the African Diaspora. It is an ecosystem that encourages people of the African Diaspora to use technology to solve problems in our community.,N/A,Devpost,,
ADES Project Showcase AY2122S2,14111,"Dec 20, 2021","Feb 04, 2022",,open,https://ades-ay2122s2.devpost.com/,"ADES Project Showcase is an event to facilitate the exchange of ideas/learning between students in the School of Computing (SoC), Singapore Polytechnic. Students, having been equipped with web development skills in their first year of study, are tasked with developing a 3-tier(web, server, database) full-stack web application. The students will self-propose their choice of application, this can range from a clone of an existing application, to solutions of another hackathon.
The module is offered every semester and submissions are expected at the end of the semester.",N/A,Devpost,,
The Innovation Challenge,14642,"Jan 23, 2022","Mar 31, 2022",,open,https://innovation-challenge-apac.devpost.com/,"Calling all students aged 12 to 19 in APAC! The Innovation Challenge is your chance to tackle the critical issues that your community faces. As an individual or as a team (5 people at most) you'll identify a issue, create an idea to solve that issue and then pitch your idea. The best pitch will win a SGD 1,000 cash prize to help kickstart the team's idea.
The Process
Stage 1: Project Formulation
The first stage of the process is to come up with a problem and a solution (here's a great guide for this). From there you'll need to form a pitch that includes the issue you're solving, your idea, the impact of your idea and your idea's feasibility.
Stage 2: The Qualifying Round (up until 31st March)
In this stage, all teams who wish to participate will submit a video (max. 5 minutes) with their pitch as a video on Devpost below by March 31st.
Stage 3: The Finals (April 30th)
The top five teams from the Qualifying Round will be invited to take place in the finals by April 4th. In the finals they'll deliver a 5-10 minute pitch live in front of a panel of judges and then answer questions for another 5 minutes. The winning team will subsequently be selected. The finals will take place on Saturday April 30th, finalists will receive all the details.
Learn More →",N/A,Devpost,,
Microsoft decentralized identity hackathon,14360,"Jan 27, 2022","Jan 31, 2022",,upcoming,https://microsoft-did.devpost.com/,"Microsoft Decentralized Identity is identity on Blockchain allowing users to take true ownership of their data. Join the hackathon to build a solution that issues and verifies Verifiable Credentials (VCs) for a chance to win some awesome swag.
Come together virtually in an intense, fun-filled, four-day weekend to develop and build solutions that make use of Azure Active Directory Verifiable Credentials to empower scenarios where users need to own and control their identities.
Don’t have any experience with Decentralized Identity and Azure Active Directory? Not a problem; our engineering team is available on Discord to support you along the way! 
WHAT TO BUILDBuild any type of app (mobile, web, desktop) using your preferred programming language that uses the Verifiable Credential REST API to issue and verify VCs.
WHAT TO SUBMIT
1. Final presentations due as a 2-3 minute YouTube video and/or narrated PowerPoint!We recommend:
~1 min: background and presentation of unmet need~1 min: description of proposed solution~1 min: team member backgrounds. (optional)
2. Link to a public GitHub repo or working solution
3. Complete submission form. Include all of the required fields on your Devpost submission form, BEFORE the final deadline on January 31, 2022 at 5pm PST.",N/A,Devpost,,
Hack The League,14100,"Feb 12, 2022","Feb 13, 2022",,upcoming,https://hack-the-league.devpost.com/,"Hack the league envisions the empowering combination of technology and opportunities to generate practical solutions for real-world problems and produce an ever-increasing impact.
With the initialization of its first edition, hack the league aims to enable students to put together their potential abilities in ideation, design, and development to build projects which will create an impactful ecosystem of innovators and creators.The prior focus lies in bringing together students, technology, and innovation to develop an impact-driven community to accomplish goals
The themes for Hack the League are
- Environment and Climate change
Climate change is an ongoing problem with our planet, so we want to encourage hackers to build solutions to tackle this issue and come up with some innovative solutions.
- HealthCare
Develop solutions to help our society and healthcare sector cope with the drastic impact that the COVID-19 has had on all our lives and create awareness for mental health well-being.
- Diversity & Inclusion
Build a hack that helps communicate the importance of managing bias and making it more diverse and inclusive. With this track, we aim to promote the development and advancement of underrepresented groups.
- Open Innovation 
We don't want our hackers to limit their ideas, so we also have an Open Innovation track where hackers can come up with their own ideas, and make awesome innovative projects irrespective of any theme.",N/A,Devpost,,
DeveloperWeek 2022 Hackathon,13432,"Jan 24, 2022","Feb 08, 2022",,upcoming,https://developerweek-2022-hackathon.devpost.com/,"Join the largest challenge-driven virtual hackathon, co-located with DeveloperWeek 2022!
DEVELOPERWEEK 2022 HACKATHON
Join the largest challenge-driven  virtual hackathon, co-located with DeveloperWeek 2022! Our hackathons regularly attract over 600+ participants, and we are inviting the international developer community to converge online this year for the DeveloperWeek 2022 Hackathon!
 
January 24 - February 8, 2022
 1. Register via Eventbrite.
2. Create a DevPost account and click Register on the DevPost DeveloperWeek 2022 Hackathon page.
3. DeveloperWeek 2022 Hackathon Kicks off January 24, 2022!
 Check out the full DeveloperWeek 2022 Hackathon schedule!
4. Review Hackathon Instruction here!
* All Hackathon Attendees must be pre-registered on Eventbrite & DevPost.",N/A,Devpost,,
Hoya Hacks 2022,13088,"Jan 28, 2022","Jan 30, 2022",,upcoming,https://hoya-hacks-2022.devpost.com/,"Hey Hackers! Welcome to the 7th iteration of Hoya Hacks, hosted at Georgetown University (and over the internet!). 
To register, please fill out either form below. Registering via Devpost does NOT count.
Virtual: Register at: https://forms.gle/J33NnzQdwaxJyzr57
For more information on schedule, prizes, and more, visit our website",N/A,Devpost,,
Launchology Vision,14326,"Jan 29, 2022","Jan 30, 2022",,upcoming,https://launchology-vision.devpost.com/,"Welcome! We're a beginner friendly hackathon taking place from January 29-30th, 2022. Join us for two days of problem solving, programming, and workshops!",N/A,Devpost,,
HackViolet 2022,14289,"Feb 05, 2022","Feb 06, 2022",,upcoming,https://hackviolet22.devpost.com/,"What? HackViolet, hosted by the Association for Women in Computing at Virginia Tech, is a 24-hour female-empowerment hackathon with a specific mission to encourage all individuals to learn about and become change agents for the gender gap in technology by innovating and inspiring with code. We welcome students of all genders, majors, and experience levels! This year's hackathon will be a virtual event featuring free swag pick up for those in the area. Participants will be given opportunities to network with sponsors, participate in events on a virtual platform and win prizes. Where? Our hackathon will be hosted through Discord and Zoom with swag pick-up in Blacksburg, VA. When? February 5-6, 2022 Why? Register for a weekend full of enriching workshops, meeting like-minded individuals, winning great prizes and connecting with top tech companies. For more information, visit hackviolet.com",N/A,Devpost,,
CalgaryHacks 2022,14492,"Feb 19, 2022","Feb 20, 2022",,upcoming,https://calgary-hacks-2022.devpost.com/,"Along with joining CalgaryHacks on Devpost make sure to:
REGISTER FOR CALGARYHACKS <- REQUIRED TO COMPETE
We have a referral contest! Get a friend to signup for CalgaryHacks and be entered to win one of 3 ($128, $64, $32) Amazon giftcards. More details in contest rules.
CalgaryHacks 2022 is a 24 hour sprint-style, competitive programming contest designed to promote creativity, collaboration, and innovative thinking. In the spirit of a sprint-style event, groups (1-5 people) will be presented with 3 prompts the day of the event and will be tasked with developing a solution to the prompt of their choice. Participants will have total creative control over how they address the prompt, submissions could be anything from a live website to a proof-of-concept.
See https://calgaryhacks-2020.devpost.com/project-gallery for examples of CalgaryHacks 2020 submissions.
This is the premier opportunity for students of all levels, from high school to graduate, to apply their skills in a practical and resume boosting way. Groups will pitch their work live to panels of judges made up of both academic and industry professionals. Groups will also create a short video (3 min or less) demonstrating their project.
There are two prize tracks for this competition, Tier 1 and Tier 2. Tier 1 has large cash prizes and is open to students (and recent grads) of all levels. Tier 2 is only open to first year undergrads and high school students and has smaller cash prizes. We will also have smaller Bounty Challenges that will be rewarded with cash prizes that groups can incorporate into their submission, for example a bounty challenge may prompt students to use a specific API in their solution. Bounty Prizes are open to both Tiers.
CalgaryHacks is being held as an online event open to all students studying in Canada. To retain the excitement of an in-person event we will be broadcasting the event live over Twitch, including the topic and winner announcements. The event will be organized and announcements we be made on our Discord server.",N/A,Devpost,,
